Leaf Size,In Sample RMSE,Out of Sample RMSE
191,0.80214457,0.751569153
192,0.791460275,0.748429867
193,0.804115417,0.75558883
194,0.795635465,0.745046605
195,0.797636721,0.749011475
196,0.802997849,0.752490405
197,0.798616659,0.751080441
198,0.805498905,0.747630846
199,0.792819606,0.742241476
200,0.802564139,0.750344778
201,0.803028164,0.75450153
202,0.802320555,0.75276866
203,0.810923485,0.759356072
204,0.798417347,0.745706375
205,0.810188351,0.758481335
206,0.805410683,0.750663801
207,0.799945295,0.752239518
208,0.802373956,0.742853012
209,0.796835043,0.745610163
210,0.80944379,0.752095719
211,0.807564943,0.754583097
212,0.79766983,0.744082248
213,0.805707747,0.75985289
214,0.809091717,0.7530406
215,0.80367587,0.75359798
216,0.806937997,0.751776081
217,0.81336244,0.759054119
218,0.803381476,0.750598319
219,0.812187421,0.755624376
220,0.807635273,0.75146958
221,0.812183225,0.757151992
222,0.811300756,0.756973712
223,0.80451023,0.749693519
224,0.809596851,0.752836957
225,0.802032704,0.748173479
226,0.810633303,0.760943274
227,0.805243982,0.753447174
228,0.811013663,0.759161562
229,0.809435913,0.757147389
230,0.803327005,0.752666073
231,0.809442587,0.758633788
232,0.80398978,0.751753985
233,0.809605712,0.75853442
234,0.811978834,0.761026645
235,0.808242637,0.749525657
236,0.804854732,0.750637842
237,0.807842595,0.751974183
238,0.796379808,0.743086214
239,0.806097339,0.753873494
240,0.807501117,0.758613637
241,0.810375914,0.753311024
242,0.798579838,0.748546541
243,0.815163704,0.755836371
244,0.808620644,0.749169337
245,0.812540314,0.758390511
246,0.812202039,0.760180453
247,0.804751129,0.740382255
248,0.803769385,0.746287876
249,0.809903621,0.749838617
250,0.805829185,0.754490203
251,0.805950899,0.750352625
252,0.811979972,0.757960211
253,0.813398044,0.752234884
254,0.81761703,0.763561486
255,0.809200053,0.746367185
256,0.818730193,0.764067169
257,0.802223841,0.748917097
258,0.805941517,0.756970726
259,0.805393343,0.744162861
260,0.810356549,0.751133809
261,0.809963797,0.754880902
262,0.808829931,0.756650565
263,0.815865574,0.759305294
264,0.80093007,0.740990003
265,0.806888398,0.754600378
266,0.811227618,0.754251832
267,0.810986628,0.754463754
268,0.821785199,0.768814326
269,0.817043418,0.762304811
270,0.809137379,0.751610232
271,0.815065742,0.761773195
272,0.816705988,0.76682301
273,0.80941813,0.756893797
274,0.817657676,0.765717463
275,0.804974629,0.750607337
276,0.810454449,0.756966218
277,0.822894633,0.773885498
278,0.811536089,0.761440967
279,0.808115101,0.754754722
280,0.809071635,0.752419627
281,0.810025497,0.751606335
282,0.814995275,0.752320621
283,0.816930387,0.766020006
284,0.815274437,0.762943061
285,0.803447573,0.743745939
286,0.808939224,0.752263365
287,0.819437582,0.76699325
288,0.810453049,0.749488746
289,0.818098993,0.766797143
290,0.806737105,0.752281531
291,0.805901582,0.754386115
292,0.821290322,0.762403351
293,0.814566996,0.757923165
294,0.808771011,0.746126416
295,0.811361957,0.752664847
296,0.820346965,0.765800392
297,0.819422016,0.766368944
298,0.817642621,0.763561075
299,0.819485913,0.759510365
300,0.80623827,0.759339377
301,0.814074826,0.759773277
302,0.81846825,0.762880769
303,0.815263628,0.758894134
304,0.815260923,0.76213784
305,0.82143802,0.763538462
